Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	how are you	2	7	1	Human 2	1, 2, 7
4	1	2	are you	4	7	1	Human 2	1, 2, 4, 7
4	4	2	working on	5	4	1	Human 1	4, 5, 6, 7
2	2	2	. how	5	4	1	Human 1	2, 5
2	2	2	do you	10	4	1	Human 2	7, 10
2	2	2	hate speech	9	2	1	Human 1	8, 9
2	2	2	what are	5	2	1	Human 1	4, 5
2	2	2	you ?	5	4	1	Human 1	2, 5
8	2	1	you	3	12	1	Human 2	1, 2, 3, 4, 5, 7, 10, 12
6	1	1	are	12	12	1	Human 2	1, 2, 4, 5, 7, 12
5	1	1	how	3	7	1	Human 2	1, 2, 3, 5, 7
5	5	1	i	3	8	1	Human 1	2, 3, 4, 6, 9
4	4	1	a	9	6	3	Human 1	4, 6, 8, 9
3	3	1	classifier	7	3	1	Human 1	6, 7, 8
3	3	1	new	7	3	1	Human 1	6, 7, 8
3	3	1	of	7	6	1	Human 1	4, 7, 9
3	1	1	what	7	4	1	Human 1	4, 5, 7
3	3	1	work	5	7	1	Human 1	4, 5, 10
2	2	1	research	9	2	1	Human 1	8, 9
2	2	1	topic	9	2	1	Human 1	8, 9
2	2	1	very	12	4	1	Human 2	9, 12
2	2	1	your	8	4	1	Human 2	5, 8

