Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	2 months for training ?	3	Human 2	13, 15
2	3	is the marathons	3	Human 2	7, 9
3	2	is the	5	Human 2	5, 7, 9
2	2	the marathon	3	Human 2	3, 5
2	2	the race	11	Human 2	3, 13
2	2	you can	3	Human 2	13, 15
6	1	the	13	Human 2	3, 5, 7, 9, 13, 15
4	1	for	13	Human 2	3, 11, 13, 15
4	1	is	11	Human 2	5, 7, 9, 15
4	1	you	11	Human 2	5, 11, 13, 15
3	1	like	5	Human 2	5, 7, 9
3	1	marathon	5	Human 2	3, 5, 7
3	1	one	5	Human 2	11, 13, 15
3	1	race	11	Human 2	3, 7, 13
3	1	time	13	Human 2	3, 5, 15
3	1	training	13	Human 2	3, 13, 15
2	1	and	7	Human 2	7, 13
2	1	i	3	Human 2	3, 5
2	1	months	3	Human 2	13, 15
2	1	next	5	Human 2	11, 15
2	1	that	3	Human 2	5, 7

