Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	i'm phi , an ai language model ,	9	Human 2	3, 11
3	5	an ai language model ,	9	Human 2	3, 9, 11
3	5	i'm phi , an ai	9	Human 2	3, 7, 11
3	4	, and i don't	9	Human 2	5, 7, 13
2	4	kayaking . however ,	3	Human 2	11, 13
4	3	phi , an	11	Human 2	3, 7, 11, 13
3	3	. however ,	5	Human 2	9, 11, 13
2	3	i don't have	11	Human 2	3, 13
2	3	i don't play	5	Human 2	5, 9
6	2	i don't	11	Human 2	3, 5, 7, 9, 11, 13
5	2	phi ,	13	Human 2	3, 7, 11, 13, 15
4	2	. however	9	Human 2	5, 9, 11, 13
4	2	i'm phi	9	Human 2	3, 5, 7, 11
2	2	, i	7	Human 2	9, 15
2	2	i am	3	Human 2	13, 15
2	2	i can	3	Human 2	7, 9
5	1	and	13	Human 2	3, 5, 7, 13, 15
4	1	have	13	Human 2	3, 5, 13, 15
4	1	i'm	9	Human 2	3, 5, 7, 11
3	1	as	7	Human 2	9, 11, 15
3	1	in	7	Human 2	5, 7, 11
3	1	you	9	Human 2	7, 9, 15
2	1	about	7	Human 2	9, 15
2	1	activities	3	Human 2	11, 13
2	1	assist	7	Human 2	9, 15
2	1	football	3	Human 2	7, 9
2	1	games	3	Human 2	5, 7
2	1	hello	3	Human 2	1, 3
2	1	information	7	Human 2	9, 15
2	1	like	9	Human 2	5, 13
2	1	or	5	Human 2	9, 13
2	1	to	3	Human 2	13, 15

