Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	, but i understand	3	Human 2	11, 13
2	3	i don't have	7	Human 2	3, 9
4	2	, but	11	Human 2	3, 9, 11, 13
4	2	i don't	11	Human 2	3, 7, 9, 13
3	2	phi ,	5	Human 2	9, 11, 13
2	2	an ai	5	Human 2	9, 13
2	2	to hear	3	Human 2	5, 7
6	1	i	11	Human 2	3, 5, 7, 9, 11, 13
4	1	i'm	9	Human 2	3, 5, 9, 11
3	1	a	7	Human 2	5, 9, 11
3	1	have	7	Human 2	3, 7, 9
3	1	to	5	Human 2	3, 5, 7
2	1	and	11	Human 2	3, 13
2	1	as	3	Human 2	11, 13
2	1	need	3	Human 2	3, 5
2	1	no	7	Human 2	5, 11
2	1	or	5	Human 2	3, 7
2	1	physical	3	Human 2	9, 11
2	1	that	7	Human 2	7, 13
2	1	with	9	Human 2	3, 11
2	1	you	5	Human 2	3, 7

