Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	what else do	7	2	1	Human 1	6, 7
3	3	2	. what	15	10	2	Human 1	6, 10, 15
3	3	2	of food	13	6	1	Human 1	10, 13, 15
3	3	2	the movie	7	6	1	Human 1	4, 7, 9
3	3	2	you like	9	5	1	Human 1	6, 9, 10
2	2	2	, have	4	4	1	Human 2	1, 4
2	2	2	. what's	5	4	1	Human 1	2, 5
2	2	2	cannot cook	15	2	1	Human 1	14, 15
2	2	2	enjoy eating	11	4	1	Human 1	8, 11
2	2	2	i watched	5	4	1	Human 1	2, 5
2	2	2	noodle soup	13	2	1	Human 1	12, 13
2	2	2	to do	13	8	1	Human 1	6, 13
2	2	2	you know	13	4	1	Human 1	10, 13
8	6	1	i	7	13	1	Human 1	2, 5, 7, 8, 10, 11, 13, 14
8	4	1	you	6	15	1	Human 2	1, 6, 9, 10, 11, 12, 13, 15
7	4	1	like	7	10	1	Human 1	6, 7, 9, 10, 11, 13, 15
5	2	1	do	10	8	1	Human 1	6, 7, 10, 12, 13
5	3	1	have	10	15	1	Human 2	1, 4, 10, 11, 15
5	3	1	to	13	10	4	Human 1	4, 6, 10, 12, 13
5	1	1	what	13	10	1	Human 1	6, 7, 10, 13, 15
4	4	1	and	11	6	1	Human 1	10, 11, 13, 15
4	4	1	avatar	3	6	1	Human 1	2, 3, 4, 7
4	2	1	eating	9	6	1	Human 1	8, 9, 11, 13
4	1	1	food	11	6	1	Human 1	10, 11, 13, 15
4	2	1	movie	5	6	1	Human 1	4, 5, 7, 9
4	1	1	of	13	12	2	Human 1	4, 10, 13, 15
3	3	1	a	15	14	2	Human 1	2, 4, 15
3	3	1	good	2	11	1	Human 2	1, 2, 11
3	3	1	is	15	14	2	Human 1	2, 12, 15
3	1	1	know	11	4	1	Human 1	10, 11, 13
3	3	1	some	11	4	1	Human 1	10, 11, 13
3	1	1	watched	3	4	1	Human 1	2, 3, 5
3	1	1	what's	9	8	1	Human 1	2, 5, 9
2	2	1	eat	13	4	1	Human 1	10, 13
2	2	1	it's	15	12	1	Human 1	4, 15
2	2	1	lately	2	2	1	Human 2	1, 2
2	2	1	movies	6	6	1	Human 2	1, 6
2	2	1	that	5	2	1	Human 1	4, 5
2	2	1	will	11	2	1	Human 1	10, 11
2	2	1	with	11	8	1	Human 1	4, 11

