Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	europe sounds fun	9	4	1	Human 1	6, 9
4	4	2	! i	6	6	1	Human 2	3, 6, 7, 8
3	1	2	sounds fun	7	4	1	Human 1	6, 7, 9
2	2	2	, but	11	2	1	Human 1	10, 11
2	2	2	. where	7	2	1	Human 1	6, 7
2	2	2	but i	11	2	1	Human 1	10, 11
2	2	2	for the	5	2	1	Human 1	4, 5
2	2	2	hi !	3	4	1	Human 1	0, 3
2	2	2	home and	6	2	1	Human 2	5, 6
2	2	2	the weekend	7	4	1	Human 1	4, 7
2	2	2	very busy	3	2	1	Human 1	2, 3
2	2	2	watch the	6	2	1	Human 2	5, 6
2	2	2	your day	3	2	1	Human 1	2, 3
7	4	1	the	4	10	1	Human 2	3, 4, 5, 6, 7, 9, 12
6	4	1	and	7	8	1	Human 2	5, 6, 7, 9, 11, 12
6	1	1	i	10	9	1	Human 2	3, 6, 7, 8, 10, 11
6	6	1	you	4	12	1	Human 2	1, 4, 6, 7, 9, 12
5	5	1	are	5	8	1	Human 1	4, 5, 7, 9, 11
5	5	1	to	6	8	1	Human 2	5, 6, 7, 11, 12
5	3	1	your	2	12	1	Human 2	1, 2, 3, 11, 12
4	1	1	fun	7	6	2	Human 1	4, 6, 7, 9
4	1	1	sounds	8	4	1	Human 1	6, 7, 8, 9
4	2	1	weekend	5	9	1	Human 1	4, 5, 7, 12
3	1	1	busy	2	3	1	Human 2	1, 2, 3
3	2	1	day	3	4	1	Human 1	2, 3, 5
3	3	1	doing	4	4	2	Human 2	1, 3, 4
3	1	1	for	8	5	1	Human 1	4, 5, 8
3	3	1	great	8	9	1	Human 2	3, 8, 11
3	1	1	home	7	3	1	Human 2	5, 6, 7
3	3	1	that	7	8	1	Human 1	4, 7, 11
3	1	1	watch	7	3	1	Human 2	5, 6, 7
3	3	1	with	10	10	2	Human 2	1, 5, 10
3	3	1	yes	5	6	1	Human 1	2, 5, 7
2	2	1	a	9	8	1	Human 1	2, 9
2	2	1	all	12	10	1	Human 2	3, 12
2	1	1	europe	9	4	1	Human 1	6, 9
2	2	1	it's	11	4	1	Human 1	8, 11
2	2	1	learning	11	2	1	Human 1	10, 11
2	2	1	my	10	6	1	Human 2	5, 10
2	2	1	plan	7	2	1	Human 1	6, 7
2	2	1	plans	5	2	1	Human 1	4, 5
2	2	1	should	11	2	1	Human 1	10, 11
2	2	1	spanish	11	2	1	Human 1	10, 11
2	2	1	was	3	2	1	Human 1	2, 3

