Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	who i replied to	3	Human 2	9, 11
2	3	talking to robot	3	Human 2	1, 3
2	3	you are not	3	Human 2	9, 11
2	3	you are talking	11	Human 2	3, 13
6	2	you are	11	Human 2	3, 5, 7, 9, 11, 13
2	2	groupme user	3	Human 2	7, 9
2	2	talking about	11	Human 2	3, 13
2	2	what you	11	Human 2	3, 13
7	1	not	15	Human 2	3, 7, 9, 11, 13, 15, 17
7	1	you	15	Human 2	3, 5, 7, 9, 11, 13, 17
5	1	i	11	Human 2	1, 3, 5, 9, 11
4	1	about	15	Human 2	3, 7, 13, 17
4	1	what	15	Human 2	3, 5, 13, 17
3	1	all	17	Human 2	1, 15, 17
3	1	groupme	5	Human 2	5, 7, 9
3	1	haha	9	Human 2	3, 9, 11
3	1	user	5	Human 2	5, 7, 9
2	1	but	11	Human 2	5, 15
2	1	favorite	3	Human 2	5, 7
2	1	hahaha	3	Human 2	13, 15
2	1	hahahahahahaha	9	Human 2	9, 17
2	1	like	13	Human 2	5, 17
2	1	lol	3	Human 2	15, 17
2	1	me	13	Human 2	5, 17
2	1	style	5	Human 2	13, 17
2	1	the	7	Human 2	1, 7
2	1	umm	3	Human 2	15, 17

