Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	are you working on ?	5	Human 2	5, 9
5	2	are you	11	Human 2	1, 3, 5, 9, 11
3	2	on ?	5	Human 2	5, 7, 9
3	2	working on	5	Human 2	5, 7, 9
2	2	? what	3	Human 2	5, 7
2	2	i work	3	Human 2	5, 7
6	1	are	11	Human 2	1, 3, 5, 7, 9, 11
6	1	you	11	Human 2	1, 3, 5, 7, 9, 11
4	1	work	7	Human 2	5, 7, 9, 11
3	1	on	5	Human 2	5, 7, 9
3	1	what	5	Human 2	5, 7, 9
2	1	classifier	3	Human 2	7, 9
2	1	for	3	Human 2	9, 11
2	1	going	5	Human 2	3, 7
2	1	research	3	Human 2	9, 11
2	1	that	5	Human 2	7, 11
2	1	the	5	Human 2	3, 7

