Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	2	about this	9	4	1	Human 1	6, 9
2	2	2	tell me	14	6	1	Human 2	9, 14
2	2	2	this conversation	13	2	1	Human 1	12, 13
6	2	1	this	11	9	1	Human 1	6, 9, 11, 12, 13, 14
5	5	1	just	7	10	1	Human 1	4, 7, 9, 11, 13
5	5	1	that	3	7	1	Human 1	2, 3, 4, 5, 8
5	5	1	you	6	11	1	Human 2	3, 6, 9, 11, 13
4	4	1	a	12	10	3	Human 2	3, 5, 7, 12
4	3	1	about	9	8	1	Human 1	6, 9, 11, 13
4	4	1	i	4	10	1	Human 2	3, 4, 7, 12
4	4	1	interesting	5	9	1	Human 1	4, 5, 9, 12
4	4	1	to	14	12	3	Human 2	3, 11, 13, 14
3	3	1	how	9	8	1	Human 1	6, 9, 13
3	3	1	it	4	12	1	Human 2	3, 4, 14
3	3	1	of	8	5	1	Human 2	7, 8, 11
3	3	1	phrase	9	6	1	Human 1	6, 9, 11
3	3	1	the	5	8	1	Human 1	4, 5, 11
2	2	1	and	14	8	1	Human 2	7, 14
2	2	1	french	7	2	1	Human 1	6, 7
2	2	1	happens	5	2	1	Human 1	4, 5
2	2	1	have	14	12	1	Human 2	3, 14
2	2	1	here	13	4	1	Human 1	10, 13
2	2	1	is	5	2	1	Human 1	4, 5
2	2	1	know	11	6	1	Human 1	6, 11
2	2	1	my	14	8	1	Human 2	7, 14
2	2	1	origins	11	2	1	Human 1	10, 11
2	2	1	thought	9	2	1	Human 1	8, 9
2	2	1	used	14	12	1	Human 2	3, 14
2	2	1	what	3	2	1	Human 1	2, 3

