Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	frier pumpkin	3	Human 2	11, 13
2	2	i have	5	Human 2	9, 13
4	1	frier	7	Human 2	7, 9, 11, 13
3	1	good	7	Human 2	3, 5, 9
3	1	how	7	Human 2	1, 3, 7
3	1	i	9	Human 2	5, 9, 13
3	1	i'm	5	Human 2	11, 13, 15
3	1	the	7	Human 2	9, 13, 15
2	1	a	3	Human 2	13, 15
2	1	did	3	Human 2	5, 7
2	1	it	3	Human 2	13, 15
2	1	just	11	Human 2	5, 15
2	1	next	3	Human 2	9, 11
2	1	of	3	Human 2	13, 15
2	1	one	7	Human 2	9, 15
2	1	pretty	5	Human 2	9, 13
2	1	pumpkin	3	Human 2	11, 13
2	1	with	11	Human 2	5, 15

