Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	their favourite flower is .	13	4	1	Human 1	10, 13
3	1	2	favourite flower	13	12	2	Human 1	2, 10, 13
2	2	2	like a	11	4	1	Human 1	8, 11
2	2	2	think that	11	6	1	Human 1	6, 11
9	6	1	flower	3	12	1	Human 1	2, 3, 5, 6, 7, 8, 9, 10, 13
8	7	1	a	11	13	4	Human 1	2, 4, 6, 8, 11, 12, 13, 14
7	7	1	the	4	10	1	Human 2	3, 4, 5, 7, 8, 9, 12
6	6	1	and	8	9	1	Human 2	5, 8, 9, 11, 12, 13
6	6	1	i	6	9	2	Human 2	3, 5, 6, 7, 9, 11
6	4	1	like	8	11	1	Human 2	3, 8, 10, 11, 12, 13
6	6	1	you	11	13	3	Human 1	2, 8, 10, 11, 13, 14
5	3	1	that	9	8	1	Human 1	6, 9, 10, 11, 13
5	5	1	to	7	10	1	Human 1	4, 7, 8, 12, 13
4	4	1	have	5	8	1	Human 1	2, 5, 7, 9
4	3	1	is	10	9	2	Human 2	5, 9, 10, 13
4	4	1	it	8	7	1	Human 2	7, 8, 11, 13
4	4	1	not	7	6	1	Human 1	6, 7, 9, 11
4	4	1	what	11	4	1	Human 1	10, 11, 12, 13
3	3	1	are	11	8	1	Human 1	6, 11, 13
3	3	1	ask	13	4	2	Human 1	10, 12, 13
3	3	1	it's	9	4	2	Human 1	6, 8, 9
3	3	1	just	11	6	2	Human 1	6, 10, 11
3	3	1	lotus	5	4	1	Human 1	4, 5, 7
3	3	1	of	9	7	1	Human 1	6, 9, 12
3	1	1	their	11	4	1	Human 1	10, 11, 13
3	1	1	think	13	8	1	Human 1	6, 11, 13
3	3	1	why	7	11	1	Human 1	4, 7, 14
3	3	1	with	9	5	1	Human 1	8, 9, 12
2	2	1	as	11	4	1	Human 1	8, 11
2	2	1	cool	13	2	1	Human 1	12, 13
2	2	1	did	11	2	1	Human 1	10, 11
2	2	1	gerbera	9	2	1	Human 1	8, 9
2	2	1	life	9	2	1	Human 1	8, 9
2	2	1	make	13	4	1	Human 1	10, 13
2	2	1	over	13	2	1	Human 1	12, 13
2	2	1	people	11	6	1	Human 1	6, 11
2	2	1	personal	11	6	1	Human 1	6, 11
2	2	1	preferences	11	6	1	Human 1	6, 11
2	2	1	questions	13	2	1	Human 1	12, 13
2	2	1	so	10	4	1	Human 2	7, 10
2	2	1	that's	14	8	1	Human 2	7, 14
2	2	1	we	10	6	1	Human 2	5, 10
2	2	1	working	5	2	1	Human 1	4, 5

