Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	but i understand the	11	2	1	Human 1	10, 11
3	1	2	but i	14	5	1	Human 1	10, 11, 14
2	2	2	amusement park	11	6	1	Human 1	6, 11
2	2	2	cool !	7	2	1	Human 1	6, 7
2	2	2	did it	15	2	1	Human 1	14, 15
2	2	2	i guess	13	2	1	Human 1	12, 13
2	2	2	kingda ka	9	2	1	Human 1	8, 9
2	2	2	now that	15	2	1	Human 1	14, 15
2	2	2	the roller	15	4	1	Human 1	12, 15
2	2	2	the time	15	2	1	Human 1	14, 15
2	2	2	today ?	4	2	1	Human 2	3, 4
8	5	1	i	6	12	2	Human 2	3, 5, 6, 10, 11, 12, 13, 14
8	4	1	the	9	8	1	Human 1	8, 9, 10, 11, 12, 13, 14, 15
8	8	1	you	3	14	1	Human 1	2, 3, 5, 7, 9, 10, 13, 15
6	4	1	roller	7	10	1	Human 1	6, 7, 8, 11, 12, 15
5	2	1	but	13	6	1	Human 1	10, 11, 13, 14, 15
5	5	1	i'm	10	13	2	Human 2	3, 5, 10, 11, 15
5	3	1	that	10	9	1	Human 2	7, 10, 11, 14, 15
4	2	1	did	14	9	2	Human 2	7, 9, 14, 15
4	4	1	how	3	12	1	Human 1	2, 3, 7, 13
4	2	1	it	13	8	1	Human 1	8, 13, 14, 15
3	3	1	actually	11	6	2	Human 1	6, 8, 11
3	3	1	and	6	7	1	Human 2	5, 6, 11
3	3	1	are	7	9	1	Human 1	2, 7, 10
3	1	1	cool	13	8	1	Human 1	6, 7, 13
3	3	1	haha	13	4	1	Human 1	12, 13, 15
3	3	1	not	11	5	1	Human 1	10, 11, 14
3	3	1	of	11	8	1	Human 1	8, 11, 15
3	3	1	that's	9	8	1	Human 1	6, 9, 13
3	1	1	today	5	3	1	Human 2	3, 4, 5
2	2	1	first	13	8	1	Human 1	6, 13
2	2	1	glad	15	2	1	Human 1	14, 15
2	2	1	just	5	4	1	Human 1	2, 5
2	2	1	to	6	2	1	Human 2	5, 6
2	2	1	was	15	8	1	Human 1	8, 15
2	2	1	wasn't	13	2	1	Human 1	12, 13
2	2	1	went	13	8	1	Human 1	6, 13
2	2	1	what	15	2	1	Human 1	14, 15

