Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	i don't have	7	Human 2	5, 7, 11
2	3	ai language model	5	Human 2	7, 11
2	3	however , i	5	Human 2	5, 9
2	3	i'm phi ,	5	Human 2	7, 11
3	2	phi ,	5	Human 2	7, 9, 11
2	2	, like	3	Human 2	5, 7
2	2	. i	11	Human 2	1, 11
2	2	computer languages	3	Human 2	9, 11
2	2	i can	5	Human 2	5, 9
6	1	i	11	Human 2	1, 3, 5, 7, 9, 11
4	1	have	9	Human 2	3, 5, 7, 11
4	1	i'm	9	Human 2	3, 7, 9, 11
4	1	like	9	Human 2	3, 5, 7, 11
4	1	you	9	Human 2	1, 3, 5, 9
3	1	can	9	Human 2	1, 5, 9
3	1	language	5	Human 2	7, 9, 11
3	1	not	9	Human 2	1, 3, 9
3	1	to	5	Human 2	1, 3, 5
2	1	but	9	Human 2	3, 11
2	1	fun	3	Human 2	3, 5
2	1	help	3	Human 2	3, 5
2	1	human	5	Human 2	7, 11
2	1	may	9	Human 2	3, 11
2	1	me	3	Human 2	1, 3
2	1	preferences	3	Human 2	7, 9
2	1	the	3	Human 2	5, 7

