Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	than people appreciate .	7	2	1	Human 1	6, 7
2	2	3	are more revealing	7	2	1	Human 1	6, 7
3	3	2	the lotus	5	4	1	Human 1	4, 5, 7
2	2	2	far ?	13	4	1	Human 1	10, 13
2	2	2	flower .	8	4	1	Human 2	5, 8
2	2	2	like a	8	4	1	Human 2	5, 8
8	8	1	a	3	13	1	Human 1	2, 3, 4, 5, 6, 8, 12, 14
7	6	1	flower	3	10	1	Human 1	2, 3, 5, 6, 8, 10, 11
6	4	1	like	8	8	2	Human 2	5, 7, 8, 9, 10, 12
5	3	1	the	7	9	1	Human 1	4, 5, 7, 8, 12
5	5	1	you	3	13	1	Human 1	2, 3, 8, 10, 14
4	4	1	and	8	8	2	Human 2	5, 7, 8, 12
4	4	1	is	10	8	3	Human 2	3, 5, 7, 10
3	1	1	are	6	5	1	Human 2	3, 6, 7
3	3	1	favourite	3	9	1	Human 1	2, 3, 10
3	3	1	it's	7	3	1	Human 1	6, 7, 8
3	3	1	just	7	5	1	Human 1	6, 7, 10
3	1	1	lotus	5	4	1	Human 1	4, 5, 7
3	1	1	more	12	7	1	Human 1	6, 7, 12
2	2	1	i	6	2	1	Human 2	5, 6
2	2	1	it	8	4	1	Human 2	5, 8
2	2	1	that's	14	8	1	Human 2	7, 14

