Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	, but	5	Human 2	9, 13
2	2	i guess	3	Human 2	7, 9
2	2	is great	7	Human 2	3, 9
2	2	it is	11	Human 2	3, 13
2	2	physical ,	3	Human 2	11, 13
2	2	really fun	7	Human 2	7, 13
5	1	i	9	Human 2	5, 7, 9, 11, 13
5	1	is	13	Human 2	1, 3, 9, 11, 13
5	1	it	13	Human 2	1, 3, 5, 11, 13
4	1	and	9	Human 2	5, 7, 11, 13
3	1	a	9	Human 2	3, 7, 11
3	1	great	7	Human 2	3, 7, 9
3	1	really	7	Human 2	7, 9, 13
3	1	that	11	Human 2	3, 11, 13
3	1	you	7	Human 2	3, 7, 9
2	1	for	5	Human 2	5, 9
2	1	game	5	Human 2	3, 7
2	1	i'm	5	Human 2	9, 13
2	1	just	3	Human 2	7, 9
2	1	like	3	Human 2	9, 11
2	1	of	9	Human 2	3, 11
2	1	that's	3	Human 2	7, 9
2	1	to	7	Human 2	3, 9
2	1	was	3	Human 2	3, 5
2	1	win	5	Human 2	9, 13
2	1	won	3	Human 2	3, 5
2	1	your	3	Human 2	7, 9

