Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	pumpkin pie and read the newspaper then ?	3	Human 2	11, 13
2	6	and today i'm learning some history	3	Human 2	5, 7
2	3	i'm pretty unique	3	Human 2	13, 15
3	2	and read	9	Human 2	5, 11, 13
3	2	i'm pretty	7	Human 2	9, 13, 15
2	2	, and	5	Human 2	5, 9
2	2	i have	5	Human 2	9, 13
6	1	and	11	Human 2	5, 7, 9, 11, 13, 15
5	1	i'm	11	Human 2	5, 7, 9, 13, 15
4	1	have	7	Human 2	9, 11, 13, 15
3	1	i	9	Human 2	5, 9, 13
3	1	learning	5	Human 2	3, 5, 7
3	1	the	5	Human 2	11, 13, 15
3	1	today	5	Human 2	3, 5, 7
2	1	how	3	Human 2	1, 3
2	1	some	3	Human 2	5, 7
2	1	you	9	Human 2	3, 11

