Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	for the holidays !	8	2	1	Human 2	7, 8
2	2	4	thanks for asking .	5	4	1	Human 1	2, 5
4	2	3	for the holidays	7	5	2	Human 1	4, 6, 7, 8
6	2	2	the holidays	9	8	2	Human 1	4, 6, 7, 8, 9, 11
5	1	2	for the	12	9	2	Human 1	4, 6, 7, 8, 12
2	2	2	but i'm	9	4	1	Human 1	6, 9
2	2	2	day been	5	4	1	Human 1	2, 5
2	2	2	how has	3	2	1	Human 1	2, 3
2	2	2	i like	14	2	1	Human 2	13, 14
2	2	2	i'm happy	7	2	1	Human 1	6, 7
2	2	2	is the	14	4	1	Human 2	11, 14
2	2	2	plus they	17	2	1	Human 1	16, 17
2	2	2	target ,	17	2	1	Human 1	16, 17
2	2	2	tree .	18	4	1	Human 2	15, 18
2	2	2	you're better	5	2	1	Human 1	4, 5
11	4	1	the	4	17	1	Human 2	1, 4, 5, 6, 7, 8, 9, 11, 12, 14, 17
10	3	1	for	2	15	1	Human 2	1, 2, 3, 4, 5, 6, 7, 8, 12, 15
7	7	1	and	5	14	1	Human 1	4, 5, 7, 9, 10, 14, 17
7	6	1	i	13	15	4	Human 1	4, 6, 8, 12, 13, 14, 18
6	4	1	is	11	8	1	Human 1	10, 11, 12, 14, 16, 17
5	3	1	tree	15	9	3	Human 1	10, 12, 14, 15, 18
4	2	1	but	9	9	2	Human 1	6, 8, 9, 14
4	2	1	day	2	5	1	Human 2	1, 2, 3, 5
4	4	1	have	9	10	1	Human 1	8, 9, 16, 17
4	2	1	like	13	6	1	Human 1	12, 13, 14, 17
3	1	1	been	3	4	1	Human 1	2, 3, 5
3	3	1	christmas	11	5	1	Human 1	10, 11, 14
3	1	1	happy	15	10	1	Human 1	6, 7, 15
3	3	1	just	17	14	2	Human 1	4, 14, 17
3	3	1	oh	14	14	2	Human 2	1, 9, 14
3	3	1	stay	7	4	2	Human 1	4, 6, 7
3	1	1	thanks	7	6	1	Human 1	2, 5, 7
3	3	1	trees	15	4	1	Human 1	14, 15, 17
3	3	1	was	9	9	1	Human 1	4, 9, 12
3	3	1	with	7	11	1	Human 1	4, 7, 14
3	3	1	you	9	15	1	Human 1	4, 9, 18
3	1	1	you're	7	4	1	Human 1	4, 5, 7
2	2	1	also	9	2	1	Human 1	8, 9
2	2	1	down	15	2	1	Human 1	14, 15
2	2	1	going	4	4	1	Human 2	1, 4
2	2	1	good	17	2	1	Human 1	16, 17
2	2	1	home	7	2	1	Human 1	6, 7
2	2	1	not	17	4	1	Human 1	14, 17
2	2	1	now	8	4	1	Human 2	5, 8
2	2	1	store	17	2	1	Human 1	16, 17
2	2	1	that	12	4	1	Human 2	9, 12
2	2	1	too	9	2	1	Human 1	8, 9
2	2	1	your	3	2	1	Human 1	2, 3

