Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	long distances . i have run	15	4	1	Human 1	12, 15
2	2	4	a couple projects that	5	2	1	Human 1	4, 5
3	1	3	. i have	12	11	1	Human 2	5, 12, 15
2	2	3	i like to	13	2	1	Human 1	12, 13
2	2	3	run a few	12	2	1	Human 2	11, 12
2	2	3	you like to	11	6	1	Human 1	6, 11
5	3	2	i like	12	11	1	Human 2	7, 12, 13, 15, 17
4	1	2	. i	13	11	1	Human 2	5, 12, 13, 15
4	1	2	i have	12	11	2	Human 2	5, 9, 12, 15
4	2	2	long distances	15	10	2	Human 1	8, 12, 15, 17
3	1	2	a couple	8	5	1	Human 1	4, 5, 8
3	1	2	a few	13	3	1	Human 2	11, 12, 13
3	3	2	for fun	9	6	1	Human 1	6, 9, 11
3	3	2	for the	5	6	1	Human 1	4, 5, 9
3	3	2	i am	4	9	1	Human 2	3, 4, 11
3	1	2	run a	11	5	1	Human 1	8, 11, 12
2	2	2	. it	16	2	1	Human 2	15, 16
2	2	2	it was	16	2	1	Human 2	15, 16
2	2	2	just a	13	6	1	Human 1	8, 13
2	2	2	marathons .	17	6	1	Human 1	12, 17
2	2	2	plans for	7	4	1	Human 1	4, 7
2	2	2	pretty busy	5	4	1	Human 1	2, 5
2	2	2	run one	15	2	1	Human 1	14, 15
2	2	2	that i	9	6	1	Human 1	4, 9
2	2	2	to run	13	6	1	Human 1	8, 13
2	2	2	you ?	3	2	1	Human 1	2, 3
2	2	2	you have	7	4	1	Human 1	4, 7
11	2	1	i	5	15	1	Human 2	3, 4, 5, 7, 9, 11, 12, 13, 14, 15, 17
9	3	1	for	13	14	1	Human 1	4, 5, 6, 7, 9, 11, 13, 15, 17
9	3	1	have	11	14	1	Human 1	4, 5, 7, 9, 11, 12, 13, 15, 17
8	3	1	a	4	14	1	Human 2	3, 4, 5, 8, 11, 12, 13, 16
8	5	1	to	9	12	4	Human 1	2, 4, 6, 8, 9, 11, 12, 13
7	2	1	run	13	10	1	Human 1	8, 11, 12, 13, 14, 15, 17
6	2	1	you	7	10	1	Human 1	2, 3, 4, 6, 7, 11
5	2	1	fun	7	8	2	Human 1	4, 6, 7, 9, 11
5	1	1	long	13	10	2	Human 1	8, 12, 13, 15, 17
5	2	1	that	11	10	1	Human 1	4, 5, 9, 11, 13
5	2	1	the	7	8	1	Human 1	4, 5, 7, 9, 11
4	4	1	i've	8	9	1	Human 2	5, 8, 9, 13
4	4	1	is	14	12	3	Human 2	3, 11, 13, 14
4	2	1	just	9	6	1	Human 1	8, 9, 11, 13
4	4	1	not	9	7	1	Human 1	8, 9, 11, 14
4	2	1	one	16	4	1	Human 1	14, 15, 16, 17
3	3	1	before	13	12	1	Human 1	4, 13, 15
3	1	1	busy	3	4	1	Human 1	2, 3, 5
3	3	1	cool	11	6	1	Human 1	8, 11, 13
3	3	1	haha	7	5	1	Human 1	6, 7, 10
3	1	1	marathons	17	6	2	Human 1	12, 14, 17
3	3	1	miles	11	6	1	Human 1	8, 11, 13
3	1	1	plans	9	6	1	Human 1	4, 7, 9
3	3	1	running	15	4	1	Human 1	14, 15, 17
3	1	1	was	17	3	1	Human 2	15, 16, 17
3	3	1	work	3	8	1	Human 1	2, 3, 9
2	2	1	any	5	2	1	Human 1	4, 5
2	2	1	break	5	2	1	Human 1	4, 5
2	2	1	so	7	2	1	Human 1	6, 7
2	2	1	thanksgiving	7	4	1	Human 1	4, 7
2	2	1	this	17	4	1	Human 1	14, 17
2	2	1	though	15	8	1	Human 1	8, 15
2	2	1	trying	9	6	1	Human 1	4, 9
2	2	1	well	9	2	1	Human 1	8, 9
2	2	1	what	7	2	1	Human 1	6, 7

