Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	i like to	3	Human 2	7, 9
3	2	i like	7	Human 2	7, 9, 13
2	2	szechuan food	5	Human 2	13, 17
6	1	a	13	Human 2	3, 5, 9, 11, 13, 15
4	1	i	7	Human 2	7, 9, 11, 13
4	1	like	7	Human 2	7, 9, 11, 13
3	1	food	7	Human 2	11, 13, 17
3	1	is	7	Human 2	9, 11, 15
3	1	it	9	Human 2	5, 9, 13
3	1	my	11	Human 2	7, 9, 17
3	1	to	5	Human 2	7, 9, 11
3	1	you	15	Human 2	3, 5, 17
2	1	about	15	Human 2	3, 17
2	1	and	3	Human 2	13, 15
2	1	do	9	Human 2	9, 17
2	1	in	3	Human 2	3, 5
2	1	it's	13	Human 2	5, 17
2	1	of	7	Human 2	9, 15
2	1	or	7	Human 2	5, 11
2	1	szechuan	5	Human 2	13, 17
2	1	the	11	Human 2	3, 13
2	1	when	5	Human 2	5, 9
2	1	with	9	Human 2	7, 15

