mistral-large-latest	(np.float64(0.06), np.float64(0.12))	[('meta-llama/Llama-2-7b-chat-hf', 75, 39), ('microsoft/Phi-3.5-mini-instruct', 25, 39)]	['Llama7b', 'Phi']
mistral-large-latest	(np.float64(0.06), np.float64(0.12))	[('meta-llama/Llama-2-7b-chat-hf', 25, 74), ('microsoft/Phi-3.5-mini-instruct', 25, 74)]	['Llama7b', 'Phi']
mistral-large-latest	(np.float64(0.06), np.float64(0.12))	[('meta-llama/Llama-2-7b-chat-hf', 425, 76), ('microsoft/Phi-3.5-mini-instruct', 25, 76)]	['Phi', 'Llama7b']
mistral-large-latest	(np.float64(0.06), np.float64(0.12))	[('meta-llama/Llama-2-7b-chat-hf', 25, 77), ('microsoft/Phi-3.5-mini-instruct', 125, 77)]	['Llama7b', 'Phi']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('meta-llama/Llama-2-7b-chat-hf', 225, 0), ('microsoft/Phi-3.5-mini-instruct', 25, 0)]	['Phi', 'Llama7b']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('meta-llama/Llama-2-7b-chat-hf', 25, 6), ('microsoft/Phi-3.5-mini-instruct', 25, 6)]	['Llama7b', 'Phi']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('meta-llama/Llama-2-7b-chat-hf', 25, 10), ('microsoft/Phi-3.5-mini-instruct', 25, 10)]	['Phi', 'Llama7b']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('meta-llama/Llama-2-7b-chat-hf', 25, 24), ('microsoft/DialoGPT-small', 25, 24), ('microsoft/Phi-3.5-mini-instruct', 25, 24)]	['DgptS', 'Phi', 'Llama7b']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('meta-llama/Llama-2-7b-chat-hf', 375, 25), ('microsoft/Phi-3.5-mini-instruct', 25, 25)]	['Llama7b', 'Phi']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('meta-llama/Llama-2-7b-chat-hf', 25, 27), ('microsoft/Phi-3.5-mini-instruct', 25, 27)]	['Llama7b', 'Phi']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('meta-llama/Llama-2-7b-chat-hf', 25, 35), ('microsoft/Phi-3.5-mini-instruct', 475, 35)]	['Llama7b', 'Phi']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('meta-llama/Llama-2-7b-chat-hf', 875, 36), ('microsoft/Phi-3.5-mini-instruct', 75, 36)]	['Phi', 'Llama7b']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('meta-llama/Llama-2-7b-chat-hf', 125, 39), ('microsoft/Phi-3.5-mini-instruct', 175, 39)]	['Llama7b', 'Phi']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('meta-llama/Llama-2-7b-chat-hf', 175, 44), ('microsoft/Phi-3.5-mini-instruct', 25, 44)]	['Llama7b']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('facebook/blenderbot-3B', 25, 45), ('meta-llama/Llama-2-7b-chat-hf', 25, 45), ('microsoft/Phi-3.5-mini-instruct', 75, 45)]	['Llama7b', 'Phi', 'BB3B']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('meta-llama/Llama-2-7b-chat-hf', 425, 67), ('microsoft/Phi-3.5-mini-instruct', 25, 67)]	['Phi', 'Llama7b']
mistral-large-latest	(np.float64(0.12), np.float64(0.18))	[('facebook/blenderbot-3B', 25, 74), ('meta-llama/Llama-2-7b-chat-hf', 125, 74), ('microsoft/Phi-3.5-mini-instruct', 225, 74)]	['BB3B', 'Phi', 'Llama7b']
