Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	7	want to stay healthy for the holidays	5	2	1	Human 1	4, 5
2	2	4	having real christmas trees	15	2	1	Human 1	14, 15
4	2	3	for the holidays	6	5	1	Human 1	4, 5, 6, 8
2	2	3	thanks for asking	3	2	1	Human 1	2, 3
6	2	2	for the	11	9	1	Human 1	4, 5, 6, 8, 11, 12
4	4	2	, but	6	12	1	Human 2	3, 6, 7, 14
4	4	2	. i	11	11	1	Human 1	4, 11, 12, 14
3	3	2	, i	14	10	1	Human 2	9, 14, 18
3	3	2	fresh pine	13	4	1	Human 1	12, 13, 15
3	3	2	holidays and	7	6	1	Human 1	4, 7, 9
3	1	2	to stay	6	3	1	Human 1	4, 5, 6
2	2	2	and then	15	2	1	Human 1	14, 15
2	2	2	deals .	17	2	1	Human 1	16, 17
2	2	2	in the	13	2	1	Human 1	12, 13
2	2	2	set up	11	2	1	Human 1	10, 11
2	2	2	you were	7	4	1	Human 1	4, 7
13	7	1	the	4	17	1	Human 2	1, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17
12	4	1	for	2	13	1	Human 2	1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13
12	9	1	i	4	16	1	Human 2	3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 15, 18
10	5	1	and	4	15	1	Human 2	3, 4, 5, 7, 9, 10, 11, 14, 15, 17
8	6	1	to	4	12	1	Human 2	3, 4, 5, 6, 7, 9, 11, 14
6	6	1	a	7	15	2	Human 1	4, 6, 7, 12, 14, 18
6	4	1	you	4	16	1	Human 2	3, 4, 7, 9, 13, 18
5	1	1	but	8	12	1	Human 2	3, 6, 7, 8, 14
5	5	1	can	12	11	1	Human 2	7, 12, 13, 15, 17
5	3	1	in	12	9	1	Human 2	9, 12, 13, 14, 17
5	5	1	that	12	11	2	Human 2	5, 9, 12, 13, 15
5	5	1	with	4	15	1	Human 2	3, 4, 14, 15, 17
4	4	1	i'm	6	7	1	Human 2	3, 6, 7, 9
4	4	1	just	7	11	1	Human 1	4, 7, 9, 14
3	3	1	an	15	6	2	Human 1	10, 12, 15
3	1	1	christmas	15	6	2	Human 1	10, 14, 15
3	3	1	definitely	15	12	2	Human 1	4, 6, 15
3	3	1	eco-friendly	13	8	1	Human 1	10, 13, 17
3	3	1	festive	11	8	1	Human 1	10, 11, 17
3	3	1	have	13	9	1	Human 1	8, 13, 16
3	3	1	home	7	4	1	Human 1	6, 7, 9
3	3	1	of	7	4	2	Human 1	4, 6, 7
3	1	1	real	15	4	2	Human 1	12, 14, 15
3	1	1	set	13	4	1	Human 1	10, 11, 13
3	1	1	were	9	6	1	Human 1	4, 7, 9
2	2	1	also	11	4	1	Human 1	8, 11
2	2	1	come	17	10	1	Human 1	8, 17
2	2	1	day	2	2	1	Human 2	1, 2
2	2	1	days	14	12	1	Human 2	3, 14
2	2	1	end	15	4	1	Human 1	12, 15
2	2	1	experience	12	10	1	Human 2	3, 12
2	2	1	glad	9	6	1	Human 1	4, 9
2	2	1	going	4	4	1	Human 2	1, 4
2	2	1	oh	14	14	1	Human 2	1, 14
2	2	1	relax	5	2	1	Human 1	4, 5
2	2	1	some	13	4	1	Human 1	10, 13
2	2	1	target	17	2	1	Human 1	16, 17
2	1	1	up	11	2	1	Human 1	10, 11
2	2	1	you're	5	2	1	Human 1	4, 5

