Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	flip over accidentally	13	2	1	Human 1	12, 13
2	2	3	how's it going	3	2	1	Human 1	2, 3
3	3	2	i'm gonna	11	4	1	Human 1	10, 11, 13
2	2	2	gonna be	12	2	1	Human 2	11, 12
5	3	1	going	5	12	1	Human 1	2, 3, 5, 9, 13
4	2	1	be	12	11	2	Human 2	3, 11, 12, 13
4	4	1	game	5	8	1	Human 1	4, 5, 7, 11
4	1	1	i'm	10	7	1	Human 2	7, 10, 11, 13
4	2	1	it	8	11	1	Human 1	2, 3, 8, 12
4	4	1	what	7	10	1	Human 1	4, 7, 8, 13
3	3	1	at	8	7	1	Human 2	5, 8, 11
3	3	1	football	7	4	1	Human 1	6, 7, 9
3	3	1	it's	13	4	1	Human 1	12, 13, 15
2	2	1	right	9	4	1	Human 1	6, 9
2	2	1	to	13	2	1	Human 1	12, 13
2	2	1	yeah	11	2	1	Human 1	10, 11

