Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i love table tennis	5	Human 2	3, 7
3	2	table tennis	7	Human 2	3, 7, 9
2	2	kind of	3	Human 2	5, 7
2	2	much as	11	Human 2	3, 13
2	2	with a	3	Human 2	9, 11
6	1	i	11	Human 2	3, 5, 7, 9, 11, 13
4	1	a	9	Human 2	5, 9, 11, 13
4	1	tennis	9	Human 2	3, 7, 9, 11
3	1	as	11	Human 2	3, 11, 13
3	1	but	7	Human 2	5, 7, 11
3	1	game	5	Human 2	5, 7, 9
3	1	is	11	Human 2	1, 3, 11
3	1	it	9	Human 2	1, 5, 9
3	1	it's	7	Human 2	7, 11, 13
3	1	just	5	Human 2	3, 5, 7
3	1	of	5	Human 2	5, 7, 9
3	1	you	9	Human 2	3, 7, 11
2	1	and	5	Human 2	9, 13
2	1	hitting	3	Human 2	9, 11
2	1	i'm	3	Human 2	5, 7
2	1	like	3	Human 2	9, 11
2	1	physical	3	Human 2	11, 13
2	1	pingpong	3	Human 2	3, 5
2	1	racquet	3	Human 2	9, 11
2	1	that	5	Human 2	9, 13
2	1	to	5	Human 2	7, 11

