Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	the horse you were born into	3	Human 2	15, 17
2	3	a horse .	3	Human 2	15, 17
3	2	the horse	5	Human 2	13, 15, 17
2	2	you know	3	Human 2	9, 11
2	2	your job	3	Human 2	15, 17
6	1	you	13	Human 2	5, 9, 11, 13, 15, 17
5	1	the	11	Human 2	7, 9, 13, 15, 17
3	1	a	13	Human 2	5, 15, 17
3	1	is	5	Human 2	13, 15, 17
3	1	that	9	Human 2	5, 9, 13
3	1	your	13	Human 2	5, 15, 17
2	1	didn't	5	Human 2	5, 9
2	1	going	3	Human 2	5, 7
2	1	have	3	Human 2	9, 11
2	1	it	5	Human 2	5, 9
2	1	right	3	Human 2	13, 15
2	1	right's	3	Human 2	9, 11
2	1	yeah	11	Human 2	5, 15

