Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	, i can	9	Human 2	5, 13
2	3	but i can	5	Human 2	3, 7
2	3	i can certainly	11	Human 2	3, 13
2	3	the way you	3	Human 2	5, 7
4	2	i can	11	Human 2	3, 5, 7, 13
2	2	compose music	7	Human 2	7, 13
2	2	i don't	3	Human 2	5, 7
2	2	might .	3	Human 2	5, 7
2	2	video creation	3	Human 2	3, 5
7	1	the	13	Human 2	3, 5, 7, 9, 11, 13, 15
6	1	you	11	Human 2	5, 7, 9, 11, 13, 15
4	1	i	11	Human 2	3, 5, 7, 13
4	1	music	9	Human 2	7, 11, 13, 15
3	1	play	5	Human 2	11, 13, 15
3	1	to	7	Human 2	9, 11, 15
2	1	ai	3	Human 2	7, 9
2	1	assist	7	Human 2	3, 9
2	1	chords	3	Human 2	13, 15
2	1	for	11	Human 2	5, 15
2	1	help	7	Human 2	7, 13
2	1	i'm	3	Human 2	7, 9
2	1	is	3	Human 2	11, 13
2	1	just	3	Human 2	11, 13
2	1	or	9	Human 2	5, 13
2	1	phi	5	Human 2	7, 11

