Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	2	. but	9	6	1	Human 1	4, 9
2	2	2	. how	3	2	1	Human 1	2, 3
2	2	2	. it's	13	4	1	Human 1	10, 13
2	2	2	have some	7	2	1	Human 1	6, 7
2	2	2	san francisco	11	2	1	Human 1	10, 11
2	2	2	the flu	13	2	1	Human 1	12, 13
7	7	1	to	3	12	1	Human 1	2, 3, 4, 5, 7, 9, 13
5	5	1	a	5	8	1	Human 1	4, 5, 7, 9, 11
5	5	1	you	3	8	1	Human 1	2, 3, 5, 8, 9
4	2	1	have	6	7	1	Human 2	3, 6, 7, 9
4	4	1	i	6	10	1	Human 2	3, 6, 9, 12
4	2	1	it's	10	9	2	Human 2	5, 7, 10, 13
3	3	1	after	5	4	1	Human 1	4, 5, 7
3	3	1	and	11	4	1	Human 1	10, 11, 13
3	3	1	at	6	8	1	Human 2	5, 6, 12
3	1	1	but	9	6	2	Human 1	4, 6, 9
3	3	1	good	3	6	1	Human 1	2, 3, 7
3	3	1	here	10	8	2	Human 2	3, 9, 10
3	1	1	how	2	3	1	Human 2	1, 2, 3
3	3	1	just	6	7	1	Human 2	3, 6, 9
3	3	1	that	5	3	1	Human 1	4, 5, 6
2	2	1	all	5	4	1	Human 1	2, 5
2	2	1	be	13	10	1	Human 1	4, 13
2	2	1	it	4	4	1	Human 2	1, 4
2	2	1	of	13	6	1	Human 1	8, 13
2	2	1	oh	11	8	1	Human 1	4, 11
2	1	1	the	13	2	1	Human 1	12, 13
2	2	1	vacation	7	4	1	Human 1	4, 7

