Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	an ai ,	11	Human 2	5, 15
2	3	you're quite the	5	Human 2	9, 13
3	2	an ai	13	Human 2	3, 5, 15
2	2	, but	11	Human 2	5, 15
2	2	, i	7	Human 2	5, 11
2	2	, your	3	Human 2	9, 11
2	2	from one	3	Human 2	11, 13
2	2	live once	3	Human 2	9, 11
5	1	the	9	Human 2	5, 7, 9, 11, 13
5	1	your	9	Human 2	7, 9, 11, 13, 15
4	1	ai	13	Human 2	3, 5, 9, 15
4	1	but	11	Human 2	5, 7, 9, 15
4	1	here	11	Human 2	1, 3, 9, 11
4	1	quite	9	Human 2	7, 9, 13, 15
3	1	for	9	Human 2	7, 13, 15
3	1	from	7	Human 2	7, 11, 13
3	1	i	7	Human 2	5, 9, 11
3	1	of	7	Human 2	5, 7, 11
3	1	you	11	Human 2	1, 3, 11
2	1	and	9	Human 2	3, 11
2	1	chat	3	Human 2	3, 5
2	1	data	3	Human 2	9, 11
2	1	i'm	3	Human 2	3, 5
2	1	in	5	Human 2	7, 11
2	1	it	7	Human 2	9, 15
2	1	just	11	Human 2	3, 13
2	1	me	13	Human 2	3, 15
2	1	query	3	Human 2	11, 13
2	1	to	9	Human 2	3, 11
2	1	with	9	Human 2	7, 15

