Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	the us and sapporo	3	Human 2	13, 15
2	3	is where you're	7	Human 2	7, 13
2	2	and beer	7	Human 2	11, 17
2	2	at home	3	Human 2	3, 5
2	2	awesome !	7	Human 2	9, 15
2	2	been to	3	Human 2	13, 15
2	2	just amazing	7	Human 2	3, 9
2	2	mountain view	3	Human 2	7, 9
5	1	and	13	Human 2	5, 11, 13, 15, 17
4	1	just	7	Human 2	3, 5, 7, 9
4	1	the	9	Human 2	9, 13, 15, 17
4	1	where	9	Human 2	5, 7, 9, 13
4	1	you	15	Human 2	3, 5, 9, 17
3	1	have	11	Human 2	3, 7, 13
3	1	i	5	Human 2	5, 7, 9
3	1	is	7	Human 2	7, 9, 13
3	1	sapporo	7	Human 2	9, 13, 15
3	1	that's	13	Human 2	3, 13, 15
2	1	a	3	Human 2	5, 7
2	1	at	3	Human 2	3, 5
2	1	how's	3	Human 2	9, 11
2	1	in	3	Human 2	9, 11
2	1	japan	3	Human 2	9, 11
2	1	like	13	Human 2	5, 17
2	1	wow	3	Human 2	13, 15

