Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	forget the details ,	15	4	1	Human 1	12, 15
2	2	4	i'm doing well .	5	4	1	Human 1	2, 5
2	2	3	, but it's	9	4	1	Human 1	6, 9
2	2	3	to watch it	17	2	1	Human 1	16, 17
4	4	2	. i	4	15	1	Human 2	3, 4, 9, 17
3	3	2	, that's	5	12	1	Human 1	4, 5, 15
3	3	2	it's not	14	11	1	Human 2	7, 14, 17
3	1	2	well .	3	4	1	Human 1	2, 3, 5
2	2	2	action movies	11	4	1	Human 1	8, 11
2	2	2	are you	2	2	1	Human 2	1, 2
2	2	2	at the	12	6	1	Human 2	7, 12
2	2	2	cleaning emails	5	2	1	Human 1	4, 5
2	2	2	enjoy doing	7	2	1	Human 1	6, 7
2	2	2	happy ending	15	2	1	Human 1	14, 15
2	2	2	it !	16	4	1	Human 2	13, 16
2	2	2	outside work	7	2	1	Human 1	6, 7
2	2	2	what happened	15	6	1	Human 1	10, 15
10	9	1	i	4	15	1	Human 2	3, 4, 5, 7, 9, 10, 12, 15, 16, 17
10	8	1	you	5	17	1	Human 2	1, 2, 5, 6, 7, 8, 13, 15, 16, 17
8	3	1	it's	6	15	1	Human 2	3, 6, 7, 9, 12, 14, 15, 17
8	6	1	to	3	16	1	Human 1	2, 3, 5, 9, 12, 15, 16, 17
7	5	1	the	12	15	3	Human 2	3, 7, 9, 12, 13, 15, 17
6	2	1	doing	2	7	1	Human 2	1, 2, 3, 5, 6, 7
6	4	1	what	5	14	1	Human 1	2, 5, 6, 10, 13, 15
5	3	1	but	7	12	1	Human 1	6, 7, 9, 10, 17
4	2	1	are	5	7	1	Human 2	1, 2, 5, 7
4	1	1	that's	13	12	1	Human 1	4, 5, 13, 15
3	3	1	a	9	5	1	Human 1	6, 9, 10
3	1	1	ending	17	4	1	Human 1	14, 15, 17
3	1	1	enjoy	9	4	1	Human 1	6, 7, 9
3	1	1	forget	13	4	1	Human 1	12, 13, 15
3	3	1	haha	13	6	1	Human 1	12, 13, 17
3	1	1	i'm	3	4	1	Human 1	2, 3, 5
3	1	1	movies	11	4	2	Human 1	8, 10, 11
3	3	1	much	16	7	1	Human 2	11, 16, 17
3	3	1	never	11	4	1	Human 1	10, 11, 13
3	1	1	not	14	11	1	Human 2	7, 14, 17
3	3	1	of	10	6	2	Human 2	5, 7, 10
3	2	1	outside	7	4	1	Human 1	6, 7, 9
3	3	1	that	12	8	2	Human 2	5, 7, 12
2	2	1	cool	9	2	1	Human 1	8, 9
2	2	1	didn't	17	2	1	Human 1	16, 17
2	2	1	get	12	10	1	Human 2	3, 12
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	like	9	2	1	Human 1	8, 9
2	2	1	one	11	2	1	Human 1	10, 11
2	2	1	only	15	4	1	Human 1	12, 15
2	2	1	there	13	4	1	Human 1	10, 13
2	2	1	time	12	6	1	Human 2	7, 12
2	2	1	want	17	2	1	Human 1	16, 17
2	2	1	will	13	2	1	Human 1	12, 13

