Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	how are you	5	Human 2	1, 5
2	3	i like movies	3	Human 2	9, 11
2	3	the best movie	3	Human 2	15, 17
3	2	i like	7	Human 2	5, 9, 11
2	2	, but	5	Human 2	5, 9
2	2	doing it	7	Human 2	7, 13
2	2	its hard	7	Human 2	7, 13
2	2	like to	5	Human 2	5, 9
2	2	that one	5	Human 2	13, 17
2	2	you are	7	Human 2	3, 9
6	1	but	11	Human 2	5, 7, 9, 11, 13, 15
6	1	i	11	Human 2	3, 5, 7, 9, 11, 13
6	1	you	17	Human 2	1, 3, 5, 9, 15, 17
5	1	doing	13	Human 2	1, 3, 5, 7, 13
5	1	the	9	Human 2	9, 11, 13, 15, 17
4	1	are	9	Human 2	1, 3, 5, 9
4	1	like	9	Human 2	5, 9, 11, 13
4	1	that	9	Human 2	9, 13, 15, 17
4	1	to	13	Human 2	5, 9, 13, 17
3	1	i'm	5	Human 2	5, 7, 9
3	1	it's	9	Human 2	9, 15, 17
3	1	movie	7	Human 2	11, 15, 17
3	1	one	7	Human 2	11, 13, 17
3	1	outside	7	Human 2	7, 9, 13
3	1	what	9	Human 2	3, 5, 11
3	1	work	7	Human 2	3, 7, 9
2	1	all	5	Human 2	9, 13
2	1	haha	3	Human 2	13, 15
2	1	is	7	Human 2	5, 11
2	1	its	7	Human 2	7, 13
2	1	my	3	Human 2	5, 7
2	1	never	3	Human 2	11, 13
2	1	time	7	Human 2	9, 15
2	1	well	11	Human 2	5, 15

