Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	gonna happen haha	5	Human 2	9, 13
3	2	high school	5	Human 2	9, 11, 13
2	2	? i	5	Human 2	13, 17
2	2	? i'm	3	Human 2	5, 7
2	2	gonna be	5	Human 2	7, 11
2	2	haha i'm	3	Human 2	9, 11
2	2	i wanna	5	Human 2	11, 15
5	1	i	9	Human 2	11, 13, 15, 17, 19
5	1	i'm	9	Human 2	3, 5, 7, 9, 11
4	1	brain	9	Human 2	11, 15, 17, 19
4	1	school	11	Human 2	9, 11, 13, 19
4	1	that	11	Human 2	9, 15, 17, 19
3	1	actually	7	Human 2	9, 11, 15
3	1	today	5	Human 2	3, 5, 7
2	1	biology	5	Human 2	7, 11
2	1	born	3	Human 2	17, 19
2	1	even	17	Human 2	3, 19
2	1	have	3	Human 2	17, 19
2	1	how	15	Human 2	3, 17
2	1	sleepy	3	Human 2	3, 5
2	1	think	7	Human 2	13, 19
2	1	this	9	Human 2	11, 19
2	1	was	9	Human 2	9, 17
2	1	with	3	Human 2	17, 19
2	1	you	13	Human 2	7, 19

